Address,Company DUNS#,Corporate Name,Employees On Site,Latitude,Longitude,NAICS1,NAICS1Name,NAICS2,NAICS2Name,Point of Contact,Public/Private,SIC1,SIC1Name,SIC2,SIC2Name,Sales Volume,Telephone,Title,Total Employees,Tradestyle Name,Year Started
"10990 Wilshire Blvd # 700, Los Angeles CA 90024",06-446-4621,KB Home Grater Los Angeles Inc,90,,,236118,Residential Remodelers ,236116,New Multifamily Housing Construction (except For-Sale Builders) ,Restricted,Public,15210100,"Single-family home remodeling, additions, and repairs",15220106,"Multi-family dwelling construction, nec","$71,589,619",Restricted,Restricted,400,,1957
"400 Las Colinas Blvd E, Irving TX 75039",01-380-1746,Williams Indus Svcs Group Inc,159,32.8620234,-96.9350864,333613,Mechanical Power Transmission Equipment Manufacturing ,238290,Other Building Equipment Contractors ,Restricted,Public,35680000,"Power transmission equipment, nec",17969907,Power generating equipment installation,"$186,982,000",Restricted,Restricted,"1,449",Globalpower,1998
"225 Liberty St, New York NY 10281",00-698-5873,Bank of New York Mellon,224,40.7125,-74.015278,522298,All Other Nondepository Credit Intermediation ,523120,Securities Brokerage ,Restricted,Public,61530202,Purchasers of accounts receivable and commercial paper,62110000,Security brokers and dealers,"$2,637,364,413",Restricted,Restricted,"17,302",B N Y National Community,1784
"1501 Heartwood St, White Hall AR 71602",00-634-1861,Pine Bluff Sand and Gravel Co,25,34.2579137,-92.0884703,324121,Asphalt Paving Mixture and Block Manufacturing ,327320,Ready-Mix Concrete Manufacturing,Restricted,Private,29510201,Asphalt and asphaltic paving mixtures (not from refineries),32730000,Ready-mixed concrete,"$90,342,112",Restricted,Restricted,250,River Mountain Quarries,1913
"13555 N Stemmons Fwy, Dallas TX 75234",60-807-0900,Essilor of America  Inc,"1,000",32.9299684,-96.9035573,339115,Ophthalmic Goods Manufacturing ,423460,Ophthalmic Goods Merchant Wholesalers ,Restricted,Private,38510000,Ophthalmic goods,50480000,Ophthalmic goods,"$3,522,334,767",Restricted,Restricted,"8,700",Omega Dallas,1985
"700 Ellicott St, Batavia NY 14020",00-210-2069,O-At-Ka Milk Products Coop Inc,277,42.979973,-78.168003,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",311512,Creamery Butter Manufacturing ,Restricted,Private,20230203,Concentrated skim milk,20210000,Creamery butter,"$300,111,329",Restricted,Restricted,302,O-AT-KA,1956
"17757 Woodland Dr, New Boston MI 48164",17-808-0446,L & W  Inc,100,42.1744088,-83.3907366,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",336370,Motor Vehicle Metal Stamping,Restricted,Private,34699916,Stamping metal for the trade,34650000,Automotive stampings,"$606,109,742",Restricted,Restricted,"1,500",Axis Engineering,1985
"12901 N 40 Dr, Saint Louis MO 63141",07-696-9369,Automobile Club of Missouri,400,38.6399055,-90.4771651,561599,All Other Travel Arrangement and Reservation Services ,561510,Travel Agencies,Restricted,Private,86999903,Automobile owners' association,47240000,Travel agencies,"$101,536,304",Restricted,Restricted,"1,200",AAA of Missouri,1902
"182 Wilkie Ave, Yuba City CA 95991",15-215-8671,Taylor Brothers Farms  Inc,39,38.9841712,-121.5964562,111335,Tree Nut Farming ,311423,Dried and Dehydrated Food Manufacturing ,Restricted,Private,01739908,Walnut grove,20340200,Dried and dehydrated fruits,"$8,651,714",Restricted,Restricted,50,Taylor Packing Co,1982
"1801 American Blvd E # 21, Bloomington MN 55425",07-176-3551,Firstsrvice Rsdential Minn Inc,50,,,531311,Residential Property Managers ,,,Restricted,Private,65310202,Condominium manager,,,"$30,557,020",Restricted,Restricted,300,,1983
"7947 Southeastern Ave, Indianapolis IN 46239",86-830-8537,Indiana Dental Prosthetics Inc,33,39.7139434,-86.0265257,339116,Dental Laboratories ,,,Restricted,Private,80729902,Crown and bridge production,,,"$28,000,000",Restricted,Restricted,33,,1994
"167 Technology Dr, Irvine CA 92618",07-852-5760,3 Day Blinds LLC,99,33.6636852,-117.7477107,442291,Window Treatment Stores ,,,Restricted,Private,57190402,Vertical blinds,,,"$111,000,000",Restricted,Restricted,500,3 Day Blinds,2009
"301 Union Ave, Altoona PA 16602",78-367-3627,Sinclair Corporation,16,40.4834429,-78.4024857,561439,Other Business Service Centers (including Copy Shops) ,812199,Other Personal Care Services ,Restricted,Private,73891600,Mailing and messenger services,72990105,Tanning salon,"$1,664,797",Restricted,Restricted,16,Cashland,0
"1060 Hensley St, Richmond CA 94801",61-300-8424,Terra Millennium Corporation,10,37.946877,-122.3646392,238140,Masonry Contractors ,541330,Engineering Services,Restricted,Private,17419906,Refractory or acid brick masonry,87110000,Engineering services,"$455,196,350",Restricted,Restricted,750,,1986
"105 Industry Dr, Versailles KY 40383",60-313-3463,Yokohama Inds Americas Inc,327,38.0663453,-84.7227207,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Restricted,Private,37140602,"Power steering equipment, motor vehicle",35850000,Refrigeration and heating equipment,"$125,069,627",Restricted,Restricted,401,Yh America,1989
"17719 E Huntsman Ave, Reedley CA 93654",84-786-0939,Moonlight Packing Corporation,185,36.5823765,-119.4717855,424480,Fresh Fruit and Vegetable Merchant Wholesalers ,488991,Packing and Crating ,Restricted,Private,51480102,"Fruits, fresh",47830000,Packing and crating,"$485,730,758",Restricted,Restricted,"2,000",Moonlight Companies,1992
"1550 Industrial Dr, Stockton CA 95206",00-575-1572,Pearl Crop  Inc,75,37.910293,-121.254507,115114,Postharvest Crop Activities (except Cotton Ginning) ,,,Restricted,Private,07230000,Crop preparation services for market,,,"$140,000,000",Restricted,Restricted,150,Linden Nut,2007
"9555 Irving Park Rd, Schiller Park IL 60176",05-662-9132,Arpac  LLC,240,41.954286,-87.8664838,333993,Packaging Machinery Manufacturing ,,,Restricted,Private,35650207,Wrapping machines,,,"$55,482,656",Restricted,Restricted,250,,1971
"142 W Platt St Ste 118, Tampa FL 33606",07-031-4555,Blueprint Technologies  Inc,32,27.9415305,-82.4608275,811211,Consumer Electronics Repair and Maintenance ,334210,Telephone Apparatus Manufacturing,Restricted,Private,76299905,Telecommunication equipment repair (except telephones),36619908,Fiber optics communications equipment,"$39,078,964",Restricted,Restricted,145,,2011
"298 Henry Southern Dr, Pontotoc MS 38863",94-950-8733,Southern Motion  Inc,106,34.27671,-89.0201529,337121,Upholstered Household Furniture Manufacturing ,,,Restricted,Private,25120103,Recliners: upholstered on wood frames,,,"$224,730,231",Restricted,Restricted,"1,400",,1996
"7430 S Creek Rd Ste 200, Sandy UT 84093",83-449-7559,Lube Management Corp,15,40.6166562,-111.8572778,811191,Automotive Oil Change and Lubrication Shops ,,,Restricted,Private,75490103,"Lubrication service, automotive",,,"$25,171,669",Restricted,Restricted,500,Jiffy Lube,1999
"4500 NW 36th St Bldg 916, Miami Springs FL 33166",80-718-0398,Centurion Air Cargo  Inc,116,25.8081293,-80.2714707,488119,Other Airport Operations ,481219,Other Nonscheduled Air Transportation ,Restricted,Private,45819901,Air freight handling at airports,45220000,"Air transportation, nonscheduled","$450,000,000",Restricted,Restricted,657,Centurion Cargo,1985
"2088 E 20th St, Yuma AZ 85365",06-811-4177,Cemex Construction Mtls S LLC,34,32.6899015,-114.5998783,327310,Cement Manufacturing,,,Restricted,Private,32419903,Portland cement,,,"$527,244,570",Restricted,Restricted,"2,332",,1999
"1601 Elm St Ste 3900, Dallas TX 75201",00-677-1307,William Herbert Hunt Trust Est,2,32.7819253,-96.7981779,541611,Administrative Management and General Management Consulting Services ,523910,Miscellaneous Intermediation ,Restricted,Private,87420000,Management consulting services,67990000,"Investors, nec","$5,037,210,001",Restricted,Restricted,251,,1954
"1555 The Greens Way, Ponte Vedra Beach FL 32004",05-426-7763,Atp Usa  Inc,100,30.2539936,-81.4028578,611512,Flight Training ,,,Restricted,Private,82499901,Aviation school,,,"$8,474,270",Restricted,Restricted,100,,2009
"235 Moore St Ste 2, Hackensack NJ 07601",03-714-7576,Accredited Health Services,250,40.8854667,-74.0413497,621399,Offices of All Other Miscellaneous Health Practitioners ,,,Restricted,Private,80490502,"Nurses, registered and practical",,,"$18,142,011",Restricted,Restricted,900,,1979
"641 Ave of The Americas # 4, New York NY 10011",07-847-2182,Infor  Inc,51,,,541511,Custom Computer Programming Services ,511210,Software Publishers,Restricted,Private,73710301,Computer software development,73729902,Business oriented computer software,"$3,117,700,000",Restricted,Restricted,"15,970",,2009
"5790 Fleet St Ste 300, Carlsbad CA 92008",12-575-3959,Kisco Senior Living  LLC,47,33.1281427,-117.3156728,624120,Services for the Elderly and Persons with Disabilities ,561110,Office Administrative Services,Restricted,Private,83220103,Senior citizens' center or association,87410000,Management services,"$138,273,225",Restricted,Restricted,"1,456",,1997
"411 Mercy Dr, Orlando FL 32805",14-743-5960,Second Harvest Food Bank of Ce,95,28.5481544,-81.4294436,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",,,Restricted,Private,86999907,Food co-operative,,,"$101,976,460",Restricted,Restricted,95,SECOND HARVEST,1981
"29w 150 Warrenville Rd, Warrenville IL 60555",04-981-3314,Plymouth Tube Company,50,41.8203167,-88.1892669,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,331318,"Other Aluminum Rolling, Drawing, and Extruding ",Restricted,Private,33170102,"Tubes, seamless steel",33549901,"Shapes, extruded aluminum, nec","$277,437,631",Restricted,Restricted,800,None,1924
"570 Polaris Pkwy, Westerville OH 43082",03-623-5240,Exel Inc,500,40.1470574,-82.9488954,484121,"General Freight Trucking, Long-Distance, Truckload ",493110,General Warehousing and Storage ,Restricted,Private,42130000,"Trucking, except local",42259901,General warehousing,"$8,134,323,389",Restricted,Restricted,"16,600",Dhl Supply Chain USA,1983
"Industrial Luchetti # 300, Bayamon PR 00961",09-001-0893,V Suarez & Co  Inc,210,,,424810,Beer and Ale Merchant Wholesalers ,424410,General Line Grocery Merchant Wholesalers ,Restricted,Private,51819902,Beer and other fermented malt liquors,51410000,"Groceries, general line","$478,000,000",Restricted,Restricted,496,Liquors Division,1943
"147 San Marco Ave, Saint Augustine FL 32084",03-269-3145,Rekcut Photographic  Inc,104,29.906555,-81.3181646,812921,Photofinishing Laboratories (except One-Hour) ,541921,"Photography Studios, Portrait ",Restricted,Private,73840101,Photofinishing laboratory,72219904,School photographer,"$11,868,004",Restricted,Restricted,104,Leonard Studio Division,1952
"3650 Range Rd, Rapid City SD 57702",07-804-2868,Black Hills Works  Inc,50,44.0764371,-103.280327,611513,Apprenticeship Training ,,,Restricted,Private,82490102,Vocational apprentice training,,,"$20,891,237",Restricted,Restricted,350,Black Hills Workshop,1954
"3850 N Causeway Blvd # 800, Metairie LA 70002",87-796-8958,Orthosynetics  Inc,140,,,621210,Offices of Dentists ,,,Restricted,Private,80210105,Orthodontist,,,"$134,212,722",Restricted,Restricted,"3,092",,1985
"3950 E Miraloma Ave, Anaheim CA 92806",17-829-5267,Peltzer Ranch Inc,1,33.8624691,-117.8322647,113210,Forest Nurseries and Gathering of Forest Products ,,,Restricted,Private,08319901,Forest nurseries,,,"$727,279",Restricted,Restricted,7,Peltzer Pnes Chrstmas Tree Frm,1954
"3700 Soquel Ave, Santa Cruz CA 95062",02-807-7683,(a) Tool Shed  Inc,72,36.985494,-121.982579,532310,General Rental Centers,,,Restricted,Private,73599911,Tool rental,,,"$20,391,724",Restricted,Restricted,72,A Tool Shed Equipment Rentals,1945
"2701 Alaskan Way Pier 69, Seattle WA 98121",15-097-8120,Clipper Navigation  Inc,79,47.6138725,-122.3543752,487210,"Scenic and Sightseeing Transportation, Water",,,Restricted,Private,44899902,Excursion boat operators,,,"$20,708,512",Restricted,Restricted,79,Clipper Vacations,1985
"70 Front St, West Springfield MA 01089",14-523-5615,Neenah Northeast  LLC,110,42.1009467,-72.6368263,322130,Paperboard Mills ,,,Restricted,Public,26310411,Pressboard,,,"$162,757,595",Restricted,Restricted,494,,1993
"1979 Lkeside Pkwy Ste 400, Tucker GA 30084",02-652-1332,Amec Fster Wheler Ventures Inc,22,33.8416244,-84.2408418,541620,Environmental Consulting Services,541330,Engineering Services,Restricted,Private,87489905,Environmental consultant,87110000,Engineering services,"$1,498,144,345",Restricted,Restricted,"4,374",,1991
"266 Summer St FL 2, Boston MA 02210",08-051-1649,Innovasea Systems  Inc,6,42.3505866,-71.0504732,112519,Other Aquaculture ,,,Restricted,Private,02730000,Animal aquaculture,,,"$7,374,100",Restricted,Restricted,100,,2014
"2201 C St NW, Washington DC 20520",02-496-4954,Embassy of The US America,56,38.8942702,-77.0484409,928120,International Affairs ,,,Restricted,Private,97219903,Embassies,,,$0,Restricted,Restricted,"2,428",Department of State,1789
"1737 Georgetown Rd Ste G, Hudson OH 44236",03-945-5399,Chase Transcriptions  Inc,34,41.2088743,-81.4327978,561410,Document Preparation Services,,,Restricted,Private,73389903,Secretarial and typing service,,,"$4,500,000",Restricted,Restricted,126,,1980
"1220 Old Alpharetta Rd # 310, Alpharetta GA 30005",15-580-8285,Magnatrax Corporation,150,,,332311,Prefabricated Metal Building and Component Manufacturing ,332321,Metal Window and Door Manufacturing ,Restricted,Public,34480100,Prefabricated metal buildings,34420400,Metal doors,"$143,721,879",Restricted,Restricted,"1,800",,1999
"100 Brawley Ave, Thermal CA 92274",05-845-3994,Aggregate Products Inc,12,33.3744339,-116.0231265,212319,Other Crushed and Broken Stone Mining and Quarrying ,,,Restricted,Private,14290100,"Igneus rock, crushed and broken-quarrying",,,"$8,141,225",Restricted,Restricted,12,,1970
"245 N Broad St, Bremen OH 43107",00-430-2675,Westerman  Inc,185,39.7052288,-82.4271144,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",,,Restricted,Public,35669903,"Reduction gears and gear units for turbines, except auto",,,"$75,974,282",Restricted,Restricted,280,,1957
"1576 Marine Dr Ne, Olympia WA 98501",60-383-1314,Holbrook  Inc,37,47.0579113,-122.9034818,113310,Logging ,321912,"Cut Stock, Resawing Lumber, and Planing ",Restricted,Private,24119903,Logging camps and contractors,24219905,Lumber stacking or sticking,"$8,000,000",Restricted,Restricted,37,Holbrook Logging Sort Yard,1987
"1201 S Orlando Ave # 365, Winter Park FL 32789",11-276-6332,Cemetery Management Inc,30,,,812220,Cemeteries and Crematories ,812220,Cemeteries and Crematories ,Restricted,Public,65539902,"Cemeteries, real estate operation",65310201,Cemetery management service,"$216,002,013",Restricted,Restricted,"2,400",,1982
"10304 Spotsylvania Ave, Fredericksburg VA 22408",08-856-1930,Pathways Hlth Cmnty Spport LLC,24,38.2412463,-77.4955598,621420,Outpatient Mental Health and Substance Abuse Centers ,,,Restricted,Public,80939902,"Mental health clinic, outpatient",,,"$89,452,581",Restricted,Restricted,"3,695",Pathways SM,2015
"4280 Prof Ctr Dr Ste 400, Palm Beach Gardens FL 33410",06-360-6172,Tbc Retail Group  Inc,80,26.8425984,-80.0964494,811111,General Automotive Repair ,441320,Tire Dealers ,Restricted,Private,75380000,General automotive repair shops,55319901,Automotive tires,"$289,853,335",Restricted,Restricted,"1,880",,1972
"12405 Powerscourt Dr, Saint Louis MO 63131",83-004-3241,Cch I Holdings  LLC,3,38.6097531,-90.4504579,515210,Cable and Other Subscription Programming,,,Restricted,Public,48410000,Cable and other pay television services,,,"$29,003,000,000",Restricted,Restricted,"91,500",,2005
"227 W Monroe St FL 27, Chicago IL 60606",00-693-2446,Joseph T Ryerson & Son  Inc,60,41.8802596,-87.6346818,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ,Restricted,Public,50510000,Metals service centers and offices,51620000,Plastics materials and basic shapes,"$3,001,000,000",Restricted,Restricted,"3,200",Ryerson,1842
"1 Liberty Plz FL 7, New York NY 10006",96-335-5313,ABM Onsite Services  Inc,142,40.7097338,-74.0109853,561720,Janitorial Services ,561612,Security Guards and Patrol Services ,Restricted,Public,73490000,"Building maintenance services, nec",73810105,Security guard service,"$481,138,500",Restricted,Restricted,"22,800",A B M,2004
"1001 Fleet St, Baltimore MD 21202",80-197-4721,Edge Acquisition  LLC,3,39.2840184,-76.5994792,611691,Exam Preparation and Tutoring ,611710,Educational Support Services,Restricted,Private,82990202,Tutoring school,87480102,"Testing service, educational or personnel","$154,961,608",Restricted,Restricted,"10,461",,2006
"7000 19 Mile Rd, Sterling Heights MI 48314",18-065-6753,Key Safety Systems  Inc,200,42.6079556,-83.0403331,336360,Motor Vehicle Seating and Interior Trim Manufacturing,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Restricted,Private,23990404,"Seat belts, automobile and aircraft",37140600,Motor vehicle steering systems and parts,"$2,943,759,363",Restricted,Restricted,"6,000",K S S,1986
"301 N Lake Ave Ste 310, Pasadena CA 91101",84-764-6452,FLS Language Centres,30,34.1508031,-118.1327948,611630,Language Schools ,541930,Translation and Interpretation Services,Restricted,Private,82990502,Language school,73899953,Translation services,"$7,277,176",Restricted,Restricted,75,FLS International,1985
"2125 Biscayne Blvd # 400, Miami FL 33137",07-970-6675,Trap World LLC,75,,,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing ",,,Restricted,Private,38610109,Motion picture film,,,"$4,030,712",Restricted,Restricted,76,,2014
"2169 Wright Ave, La Verne CA 91750",04-643-2332,Jet Delivery  Inc,90,34.095122,-117.7709625,492210,Local Messengers and Local Delivery,488490,Other Support Activities for Road Transportation ,Restricted,Private,42159903,"Package delivery, vehicular",42310000,Trucking terminal facilities,"$22,648,173",Restricted,Restricted,100,,1950
"4990b ICI Rd, Saint Gabriel LA 70776",80-562-4178,Mexichem Fluor Inc,67,30.2395239,-91.1090825,325411,Medicinal and Botanical Manufacturing ,,,Restricted,Private,28330000,Medicinals and botanicals,,,"$160,528,000",Restricted,Restricted,81,,1992
"5550 Prairie Stone Pkwy # 130, Hoffman Estates IL 60192",00-693-2461,Centrl Territrl Salvation Army,"3,013",,,813110,Religious Organizations ,624190,Other Individual and Family Services ,Restricted,Private,86610107,Christian and Reformed Church,83220000,Individual and family services,"$617,526,242",Restricted,Restricted,"15,628",Salvation Army,1865
"1799 Halifax St, Carmel IN 46032",06-553-8258,Weight Watchers of Central Ind,14,39.979728,-86.1910282,812191,Diet and Weight Reducing Centers ,,,Restricted,Private,72990102,"Diet center, without medical staff",,,"$3,340,732",Restricted,Restricted,300,Weight Watchers,1968
"4900 S Pennsylvania Ave, Cudahy WI 53110",04-739-8373,Rich Logistics Holdings  LLC,5,42.9550922,-87.879042,488210,Support Activities for Rail Transportation,,,Restricted,Public,47890102,Freight car loading and unloading,,,"$217,000,000",Restricted,Restricted,413,,2014
"2111 McDonalds Dr, Oak Brook IL 60523",05-501-9277,McDonlds Restaurant Operations,100,41.847886,-87.9448918,722513,Limited-Service Restaurants ,561110,Office Administrative Services,Restricted,Public,58120307,"Fast-food restaurant, chain",87410102,Financial management for business,"$22,334,859,574",Restricted,Restricted,"230,000",McDonalds,1980
"4900 E Hunter Ave, Anaheim CA 92807",08-110-2082,Select Interior Concepts  Inc,2,33.8633674,-117.8107185,541410,Interior Design Services,541310,Architectural Services,Restricted,Private,73890600,Interior design services,87120102,House designer,"$64,318,388",Restricted,Restricted,75,,2015
"9701 Boardwalk Blvd, Oklahoma City OK 73162",13-106-7282,Express Services Inc,233,35.56707,-97.6666928,561320,Temporary Help Services,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Restricted,Private,73630000,Help supply services,67949902,"Franchises, selling or licensing","$2,722,451,000",Restricted,Restricted,"373,869",Express Personnel Services,1983
"397 S Taylor Ave, Louisville CO 80027",83-192-1692,Nen Holdings  Inc,11,39.9654241,-105.120229,454210,Vending Machine Operators ,,,Restricted,Private,59620000,Merchandising machine operators,,,"$151,399,655",Restricted,Restricted,750,National Entertainment Network,2009
"100 Exploration Way # 210, Hampton VA 23666",11-405-4443,National Inst Arospc Assoc,98,,,611512,Flight Training ,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",Restricted,Private,82499901,Aviation school,87339901,"Physical research, noncommercial","$31,358,620",Restricted,Restricted,98,NATIONAL INSTITUTE OF AEROSPAC,2002
"2350 Prairie Rd, Eugene OR 97402",62-513-7716,Murphy Company,230,44.0998559,-123.1620616,321211,Hardwood Veneer and Plywood Manufacturing ,321212,Softwood Veneer and Plywood Manufacturing ,Restricted,Private,24350000,Hardwood veneer and plywood,24360000,Softwood veneer and plywood,"$113,297,846",Restricted,Restricted,450,Murphy Plywood,1909
"8450 W 191st St Ste 19, Mokena IL 60448",17-078-1848,North American Coatings  LLC,150,41.5442543,-87.82074,238320,Painting and Wall Covering Contractors,,,Restricted,Private,17210300,Industrial painting,,,"$50,450,041",Restricted,Restricted,280,SEI Coatings,2004
"1800 Tech Dr FL 2, Willmar MN 56201",08-083-3771,Select Genetics  LLC,2,45.1425229,-95.0153564,115210,Support Activities for Animal Production,112340,Poultry Hatcheries,Restricted,Private,07510402,"Breeding services, livestock",02540000,Poultry hatcheries,"$246,800,000",Restricted,Restricted,"1,103",,2017
"11000 Viking Dr Ste 400, Eden Prairie MN 55344",05-437-5308,Lifetouch Church Directories A,24,44.8608153,-93.4141721,541921,"Photography Studios, Portrait ",511140,Directory and Mailing List Publishers ,Restricted,Public,72210000,"Photographic studios, portrait",27410301,"Directories, nec: publishing and printing","$34,080,390",Restricted,Restricted,"1,424",Lifetouch,1962
"1300 Washington Ave N # 200, Minneapolis MN 55411",83-487-3473,Omni Workspace Company  LLC,120,,,811420,Reupholstery and Furniture Repair,484210,Used Household and Office Goods Moving,Restricted,Private,76410203,Office furniture repair and maintenance,42120401,"Furniture moving, local: without storage","$162,973,827",Restricted,Restricted,400,A & M Business Interior Svcs,1994
"222 W Adams St, Chicago IL 60606",00-516-1476,GATX Corporation,420,41.8794972,-87.634713,488210,Support Activities for Rail Transportation,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,Restricted,Public,47410000,Rental of railroad cars,73590000,"Equipment rental and leasing, nec","$1,376,900,000",Restricted,Restricted,"2,260",GATX,1898
"208 Old Fort Rd E, Fort Deposit AL 36032",00-403-4443,Priester Pecan Co  Inc,30,31.9888326,-86.5723346,445292,Confectionery and Nut Stores ,,,Restricted,Private,54419901,Candy,,,"$8,653,187",Restricted,Restricted,50,,1935
"400 Poydras St FL 10, New Orleans LA 70130",87-319-2660,Reily Foods Company,150,29.9484692,-90.0678885,311920,Coffee and Tea Manufacturing ,311920,Coffee and Tea Manufacturing ,Restricted,Private,20999917,Tea blending,20959903,"Coffee, ground: mixed with grain or chicory","$222,198,581",Restricted,Restricted,650,Luzianne,1902
"620 N Emerson Ave Ste 205, Wenatchee WA 98801",08-373-1893,Highland Partnership,3,47.4309322,-120.3225113,111331,Apple Orchards ,444110,Home Centers ,Restricted,Private,01759901,Apple orchard,52110000,Lumber and other building materials,"$6,267,702",Restricted,Restricted,80,Arrowhead Ranch,1965
"38500 Woodward Ave # 201, Bloomfield Hills MI 48304",86-100-9959,Crypton LLC,120,,,323113,Commercial Screen Printing ,,,Restricted,Private,23960401,Printing and embossing on plastics fabric articles,,,"$33,000,000",Restricted,Restricted,120,Crypton Fabrics,1994
"502 S Oakland Ave, Nappanee IN 46550",05-603-9050,Fairmont Homes  LLC,243,41.4341153,-85.977226,321991,Manufactured Home (Mobile Home) Manufacturing ,,,Restricted,Public,24510102,"Mobile homes, except recreational",,,"$150,621,131",Restricted,Restricted,600,Friendship Homes Division,1971
"7475 State Route 127, Carlyle IL 62231",19-600-5990,Maschhoffs  LLC,125,38.5390841,-89.350462,112210,Hog and Pig Farming ,,,Restricted,Private,02130000,Hogs,,,"$405,263,545",Restricted,Restricted,"1,859",,2005
"4112 Old Oxford Rd, Durham NC 27712",11-239-0773,Aw North Carolina  Inc,"1,800",36.0917599,-78.8360872,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,,,Restricted,Private,37140212,"Transmissions, motor vehicle",,,"$703,025,078",Restricted,Restricted,"3,600",,1998
"500 E Swedesford Rd # 300, Wayne PA 19087",02-813-1535,Liquidhub  Inc,118,,,541690,Other Scientific and Technical Consulting Services,,,Restricted,Private,87480300,Communications consulting,,,"$167,821,126",Restricted,Restricted,562,Lh,2001
"210 Celebration Pl # 400, Kissimmee FL 34747",88-473-1357,Magical Cruise Company Limited,142,,,487210,"Scenic and Sightseeing Transportation, Water",483112,Deep Sea Passenger Transportation ,Restricted,Public,44899902,Excursion boat operators,44810000,"Deep sea passenger transportation, except ferry","$35,370,257",Restricted,Restricted,300,Magical Cruise Company,1995
"3535 SW 56th St, Des Moines IA 50321",07-809-6732,Siegwerk USA Inc,200,41.5528891,-93.6906922,325910,Printing Ink Manufacturing,,,Restricted,Private,28930000,Printing ink,,,"$146,000,000",Restricted,Restricted,400,Siegwerk Ink Packaging,1975
"4010 Nelson Ave, Concord CA 94520",02-523-3453,Food Bnk Contra Costa & Solano,38,38.0061049,-122.0465442,813219,Other Grantmaking and Giving Services ,,,Restricted,Private,83990102,Community chest,,,"$62,532,149",Restricted,Restricted,38,,1975
"1465 W 400 N, Orem UT 84057",00-907-9302,Geneva Pipe Company,70,40.303591,-111.729928,327332,Concrete Pipe Manufacturing ,,,Restricted,Private,32720608,"Pipe, concrete or lined with concrete",,,"$21,778,735",Restricted,Restricted,103,,1956
"4901 Gregg Rd, Pico Rivera CA 90660",09-307-0209,Feit Electric Company  Inc,160,33.9989402,-118.0744078,335121,Residential Electric Lighting Fixture Manufacturing ,335110,Electric Lamp Bulb and Part Manufacturing,Restricted,Private,36450000,Residential lighting fixtures,36410102,"Electric light bulbs, complete","$50,042,415",Restricted,Restricted,160,Feit Electric,1978
"604 Main St, Suring WI 54174",84-753-9251,Village of Suring,9,44.9992682,-88.3729785,922120,Police Protection ,,,Restricted,Private,92210203,Municipal police,,,$0,Restricted,Restricted,9,VILLAGE GOVERMENT,1915
"4931 N 300 W, Provo UT 84604",07-884-8120,Apx Group Holdings  Inc,17,40.2999065,-111.6644888,561621,Security Systems Services (except Locksmiths) ,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,Restricted,Private,73820000,Security systems services,50659903,Security control equipment and systems,"$757,907,000",Restricted,Restricted,"4,300",Vivint,2012
"515 N State St Ste 2400, Chicago IL 60654",00-516-1542,Tribune Media Company,115,41.8914215,-87.6273531,515120,Television Broadcasting,515111,Radio Networks ,Restricted,Public,48330000,Television broadcasting stations,48320000,Radio broadcasting stations,"$1,848,959,000",Restricted,Restricted,"8,200",TRIBUNE MEDIA,1847
"2000 Palm Bch Lakes Blvd, West Palm Beach FL 33409",14-426-9789,Vision Care Holdings  LLC,124,26.7152211,-80.0915977,621320,Offices of Optometrists,,,Restricted,Private,80420101,Contact lens specialist optometrist,,,"$37,845,758",Restricted,Restricted,700,,2003
"2000 Saint James Pl, Houston TX 77056",06-215-7284,Weatherford International  LLC,800,29.7457196,-95.4731256,213112,Support Activities for Oil and Gas Operations ,,,Restricted,Private,13899901,Cementing oil and gas well casings,,,"$10,144,059,723",Restricted,Restricted,"13,980",Weatherford,1980
"1 Plexus Way, Neenah WI 54956",09-854-4398,Plexus Corp,150,44.1886403,-88.4642151,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,Restricted,Public,36720000,Printed circuit boards,38250200,Test equipment for electronic and electric measurement,"$2,528,052,000",Restricted,Restricted,"16,000",PLEXUS,1979
